taxon_id,taxon_name,taxon_iconic_taxon_name,taxon_rank,taxon_rank_level,taxon_ancestry,prev_obs_taxon_id,prev_obs_taxon_name,prev_obs_taxon_iconic_taxon_name,prev_obs_taxon_rank,prev_obs_taxon_rank_level,prev_obs_taxon_ancestry,obs_had_species_cid,more_conservative,disagreement,exact_agreement,more_specific_agreement
28562,Storeria dekayi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28555,28570,Storeria dekayi dekayi,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/532896/28555/28562,true,true,false,false,false
28570,Storeria dekayi dekayi,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/532896/28555/28562,28566,Storeria dekayi wrightorum,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/532896/28555/28562,true,false,true,false,false
12748,Turdus philomelos,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12705,12748,Turdus philomelos,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12705,true,false,false,true,false
28562,Storeria dekayi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28555,28570,Storeria dekayi dekayi,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/532896/28555/28562,true,true,false,false,false
473,Fulica americana,Aves,species,10.0,48460/1/2/355675/3/4/154/472,473,Fulica americana,Aves,species,10.0,48460/1/2/355675/3/4/154/472,true,false,false,true,false
11901,Hirundo rustica,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11880,11901,Hirundo rustica,Aves,species,10.0,48460/1/2/355675/3/7251/11853/11880,true,false,false,true,false
146199,Lampropeltis californiae,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/29768,146199,Lampropeltis californiae,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/29768,true,false,false,true,false
4270,Phalacrocorax carbo,Aves,species,10.0,48460/1/2/355675/3/71268/4262/4263,4270,Phalacrocorax carbo,Aves,species,10.0,48460/1/2/355675/3/71268/4262/4263,true,false,false,true,false
319518,Phrygionis privignaria,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/551842/338847/319519,319519,Phrygionis,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/551842/338847,false,false,false,false,true
148632,Opsiphanes,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/202075,148632,Opsiphanes,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/202075,false,false,false,true,false
7697,Cisticola juncidis,Aves,species,10.0,48460/1/2/355675/3/7251/7649/7650,7697,Cisticola juncidis,Aves,species,10.0,48460/1/2/355675/3/7251/7649/7650,true,false,false,true,false
312874,Anartia fatima colima,Insecta,subspecies,5.0,48460/1/47120/372739/47158/184884/47157/47224/47922/202067/202068/49764/54951,312874,Anartia fatima colima,Insecta,subspecies,5.0,48460/1/47120/372739/47158/184884/47157/47224/47922/202067/202068/49764/54951,true,false,false,true,false
114991,Vipera renardi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30889,114991,Vipera renardi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30889,true,false,false,true,false
52777,Megachilidae,Insecta,family,30.0,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955,47902,Opuntia,Plantae,genus,20.0,48460/47126/211194/47125/47124/47366/47903/461783/871622,false,false,true,false,false
236841,Lichanura orcutti,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797543/32184,32184,Lichanura,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/32080/797543,false,false,false,false,true
41,Grus grus,Aves,species,10.0,48460/1/2/355675/3/4/23/508058,41,Grus grus,Aves,species,10.0,48460/1/2/355675/3/4/23/508058,true,false,false,true,false
17660,Picoides pubescens,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,524012,Picoides pubescens medianus,Aves,subspecies,5.0,48460/1/2/355675/3/17550/17599/17637/17660,true,true,false,false,false
4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,true,false,false,true,false
17660,Picoides pubescens,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,17660,Picoides pubescens,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,true,false,false,true,false
82808,Crotaphopeltis hotamboeia,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/26863,26863,Crotaphopeltis,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
17660,Picoides pubescens,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,17660,Picoides pubescens,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,true,false,false,true,false
51743,Danaus gilippus,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47922/61244/134169/522900/48663,51748,Danaus gilippus thersippus,Insecta,subspecies,5.0,48460/1/47120/372739/47158/184884/47157/47224/47922/61244/134169/522900/48663/51743,true,true,false,false,false
17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,true,false,false,true,false
17660,Picoides pubescens,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,17660,Picoides pubescens,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,true,false,false,true,false
17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,true,false,false,true,false
17871,Dendrocopos major,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17866,17871,Dendrocopos major,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17866,true,false,false,true,false
17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,true,false,false,true,false
9919,Piranga ludoviciana,Aves,species,10.0,48460/1/2/355675/3/7251/71305/9913,9919,Piranga ludoviciana,Aves,species,10.0,48460/1/2/355675/3/7251/71305/9913,true,false,false,true,false
17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,17678,Picoides villosus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17637,true,false,false,true,false
39760,Emydidae,Reptilia,family,30.0,48460/1/2/355675/26036/39532,39760,Emydidae,Reptilia,family,30.0,48460/1/2/355675/26036/39532,false,false,false,true,false
145360,Chloris chloris,Aves,species,10.0,48460/1/2/355675/3/7251/9079/145356,145360,Chloris chloris,Aves,species,10.0,48460/1/2/355675/3/7251/9079/145356,true,false,false,true,false
14849,Sturnus unicolor,Aves,species,10.0,48460/1/2/355675/3/7251/14841/14842,14849,Sturnus unicolor,Aves,species,10.0,48460/1/2/355675/3/7251/14841/14842,true,false,false,true,false
5033,Botaurus stellaris,Aves,species,10.0,48460/1/2/355675/3/67566/4929/5030,5033,Botaurus stellaris,Aves,species,10.0,48460/1/2/355675/3/67566/4929/5030,true,false,false,true,false
7647,Cinclus cinclus,Aves,species,10.0,48460/1/2/355675/3/7251/7640/7641,7647,Cinclus cinclus,Aves,species,10.0,48460/1/2/355675/3/7251/7640/7641,true,false,false,true,false
17871,Dendrocopos major,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17866,17871,Dendrocopos major,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17866,true,false,false,true,false
19893,Strix varia,Aves,species,10.0,48460/1/2/355675/3/19350/19728/19885,19893,Strix varia,Aves,species,10.0,48460/1/2/355675/3/19350/19728/19885,true,false,false,true,false
130661,Catasticta nimbice,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/48508/209720/321384/475031/83729,312868,Catasticta flisa flisa,Insecta,subspecies,5.0,48460/1/47120/372739/47158/184884/47157/47224/48508/209720/321384/475031/83729/258672,true,false,true,false,false
6961,Anas clypeata,Aves,species,10.0,48460/1/2/355675/3/6888/6912/6922,6961,Anas clypeata,Aves,species,10.0,48460/1/2/355675/3/6888/6912/6922,true,false,false,true,false
20244,Otus scops,Aves,species,10.0,48460/1/2/355675/3/19350/19728/20190,20244,Otus scops,Aves,species,10.0,48460/1/2/355675/3/19350/19728/20190,true,false,false,true,false
116999,Pandion haliaetus,Aves,species,10.0,48460/1/2/355675/3/71261/200958/71725,126619,Pandion haliaetus carolinensis,Aves,subspecies,5.0,48460/1/2/355675/3/71261/200958/71725/116999,true,true,false,false,false
18358,Picus viridis,Aves,species,10.0,48460/1/2/355675/3/17550/17599/18299,18358,Picus viridis,Aves,species,10.0,48460/1/2/355675/3/17550/17599/18299,true,false,false,true,false
27420,Desmognathus fuscus,Amphibia,species,10.0,48460/1/2/355675/20978/26718/26909/787551/27380,27390,Desmognathus ochrophaeus,Amphibia,species,10.0,48460/1/2/355675/20978/26718/26909/787551/27380,true,false,true,false,false
146509,Trimeresurus insularis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,true,false,false
18358,Picus viridis,Aves,species,10.0,48460/1/2/355675/3/17550/17599/18299,18358,Picus viridis,Aves,species,10.0,48460/1/2/355675/3/17550/17599/18299,true,false,false,true,false
50915,Acanthaster planci,Animalia,species,10.0,48460/1/47549/481959/47668/533710/49501/50916/50917,50917,Acanthaster,Animalia,genus,20.0,48460/1/47549/481959/47668/533710/49501/50916,false,false,false,false,true
68263,Papilio multicaudata,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47223/49973/207785/47225/545186,68263,Papilio multicaudata,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47223/49973/207785/47225/545186,true,false,false,true,false
28365,Thamnophis sirtalis sirtalis,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/532896/28339/28362,28343,Thamnophis sauritus sauritus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/532896/28339/28340,true,false,true,false,false
30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,true,false,false,true,false
9398,Carduelis carduelis,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,9398,Carduelis carduelis,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,true,false,false,true,false
81571,Lethocerus,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47744/61267/116696/81569/81570/343823,368766,Lethocerus insulanus,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47744/61267/116696/81569/81570/343823/81571,true,true,false,false,false
47671,Asteriidae,Animalia,family,30.0,48460/1/47549/481959/47668/533697/47672,48834,Pisaster,Animalia,genus,20.0,48460/1/47549/481959/47668/533697/47672/47671,false,true,false,false,false
53664,Dysschema,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82098,53664,Dysschema,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82098,false,false,false,true,false
68263,Papilio multicaudata,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47223/49973/207785/47225/545186,47223,Papilionidae,Insecta,family,30.0,48460/1/47120/372739/47158/184884/47157/47224,false,false,false,false,true
31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,true,false,false,true,false
30814,Cerastes gasperettii gasperettii,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797529/30809/30813,30813,Cerastes gasperettii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30809,true,false,false,false,true
44576,Rattus norvegicus,Mammalia,species,10.0,48460/1/2/355675/40151/848317/848320/848323/43698/870778/488924/44185/735171/846293/44540,44540,Rattus,Mammalia,genus,20.0,48460/1/2/355675/40151/848317/848320/848323/43698/870778/488924/44185/735171/846293,false,false,false,false,true
9376,Carduelis cannabina,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,9376,Carduelis cannabina,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,true,false,false,true,false
258170,Panthiades bitias,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47923/125830/125836/522886/201349,258170,Panthiades bitias,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47923/125830/125836/522886/201349,true,false,false,true,false
6930,Anas platyrhynchos,Aves,species,10.0,48460/1/2/355675/3/6888/6912/6922,6912,Anatidae,Aves,family,30.0,48460/1/2/355675/3/6888,false,false,false,false,true
2969,Streptopelia decaocto,Aves,species,10.0,48460/1/2/355675/3/2708/2715/2926,2969,Streptopelia decaocto,Aves,species,10.0,48460/1/2/355675/3/2708/2715/2926,true,false,false,true,false
145360,Chloris chloris,Aves,species,10.0,48460/1/2/355675/3/7251/9079/145356,145360,Chloris chloris,Aves,species,10.0,48460/1/2/355675/3/7251/9079/145356,true,false,false,true,false
4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,true,false,false,true,false
4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,true,false,false,true,false
9398,Carduelis carduelis,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,9398,Carduelis carduelis,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,true,false,false,true,false
9398,Carduelis carduelis,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,9398,Carduelis carduelis,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9358,true,false,false,true,false
4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,4733,Ciconia ciconia,Aves,species,10.0,48460/1/2/355675/3/3726/4730/4731,true,false,false,true,false
2969,Streptopelia decaocto,Aves,species,10.0,48460/1/2/355675/3/2708/2715/2926,2969,Streptopelia decaocto,Aves,species,10.0,48460/1/2/355675/3/2708/2715/2926,true,false,false,true,false
81727,Abaeis nicippe,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/81728,119556,Coliadinae,Insecta,subfamily,27.0,48460/1/47120/372739/47158/184884/47157/47224/48508,false,false,false,false,true
3938,Arenaria interpres,Aves,species,10.0,48460/1/2/355675/3/67561/3835/3937,3938,Arenaria interpres,Aves,species,10.0,48460/1/2/355675/3/67561/3835/3937,true,false,false,true,false
201192,Saxicola rubicola,Aves,species,10.0,48460/1/2/355675/3/7251/12704/12905,201192,Saxicola rubicola,Aves,species,10.0,48460/1/2/355675/3/7251/12704/12905,true,false,false,true,false
17858,Dryocopus lineatus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17834,17858,Dryocopus lineatus,Aves,species,10.0,48460/1/2/355675/3/17550/17599/17834,true,false,false,true,false
201192,Saxicola rubicola,Aves,species,10.0,48460/1/2/355675/3/7251/12704/12905,201192,Saxicola rubicola,Aves,species,10.0,48460/1/2/355675/3/7251/12704/12905,true,false,false,true,false
10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,true,false,false,true,false
5305,Haliaeetus leucocephalus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5303,5305,Haliaeetus leucocephalus,Aves,species,10.0,48460/1/2/355675/3/71261/5067/5303,true,false,false,true,false
13094,Erithacus rubecula,Aves,species,10.0,48460/1/2/355675/3/7251/12704/13093,13094,Erithacus rubecula,Aves,species,10.0,48460/1/2/355675/3/7251/12704/13093,true,false,false,true,false
8088,Garrulus glandarius,Aves,species,10.0,48460/1/2/355675/3/7251/7823/8085,8088,Garrulus glandarius,Aves,species,10.0,48460/1/2/355675/3/7251/7823/8085,true,false,false,true,false
8088,Garrulus glandarius,Aves,species,10.0,48460/1/2/355675/3/7251/7823/8085,8088,Garrulus glandarius,Aves,species,10.0,48460/1/2/355675/3/7251/7823/8085,true,false,false,true,false
10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,true,false,false,true,false
10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,true,false,false,true,false
10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,true,false,false,true,false
32146,Sanzinia madagascariensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797514/32145,32146,Sanzinia madagascariensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797514/32145,true,false,false,true,false
10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,10070,Fringilla coelebs,Aves,species,10.0,48460/1/2/355675/3/7251/9079/10068,true,false,false,true,false
30959,Trimeresurus sabahi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,30941,Trimeresurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
28273,Trimorphodon quadruplex,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28267,85553,Serpentes,Reptilia,suborder,37.0,48460/1/2/355675/26036/26172,false,false,false,false,true
30959,Trimeresurus sabahi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146508,Trimeresurus fucatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,true,false,false
30959,Trimeresurus sabahi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146508,Trimeresurus fucatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,true,false,false
73888,Pantherophis obsoletus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649,26504,Colubridae,Reptilia,family,30.0,48460/1/2/355675/26036/26172/85553,false,false,false,false,true
73888,Pantherophis obsoletus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649,26504,Colubridae,Reptilia,family,30.0,48460/1/2/355675/26036/26172/85553,false,false,false,false,true
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
146032,Coluber flagellum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/27030,29435,Coluber flagellum testaceus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/797520/27030/146032,true,true,false,false,false
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
28762,Rhinocheilus lecontei,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28759,28759,Rhinocheilus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
73888,Pantherophis obsoletus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649,85553,Serpentes,Reptilia,suborder,37.0,48460/1/2/355675/26036/26172,false,false,false,false,true
28762,Rhinocheilus lecontei,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28759,28759,Rhinocheilus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
4778,Gymnogyps californianus,Aves,species,10.0,48460/1/2/355675/3/559244/71306/4777,4778,Gymnogyps californianus,Aves,species,10.0,48460/1/2/355675/3/559244/71306/4777,true,false,false,true,false
39672,Eretmochelys imbricata,Reptilia,species,10.0,48460/1/2/355675/26036/39532/372234/39657/797541/39671,39672,Eretmochelys imbricata,Reptilia,species,10.0,48460/1/2/355675/26036/39532/372234/39657/797541/39671,true,false,false,true,false
9236,Serinus serinus,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9227,9236,Serinus serinus,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9227,true,false,false,true,false
9236,Serinus serinus,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9227,9236,Serinus serinus,Aves,species,10.0,48460/1/2/355675/3/7251/9079/9227,true,false,false,true,false
196878,Morpho polyphemus,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/202069/522923/68755,196878,Morpho polyphemus,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/202069/522923/68755,true,false,false,true,false
195851,Asterina,Fungi,genus,20.0,48460/47170/48250/55174/144014/195853,210121,Asterina gibbosa,Animalia,species,10.0,48460/1/47549/481959/47668/533710/49501/48831/195852,true,false,true,false,false
104885,Lycodon capucinus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/29545,29574,Lycodon aulicus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/29545,true,false,true,false,false
64122,Malosma laurina,Plantae,species,10.0,48460/47126/211194/47125/47124/47729/48874/707807/64123,47125,Angiospermae,Plantae,subphylum,57.0,48460/47126/211194,false,false,false,false,true
284313,Mandevilla foliosa,Plantae,species,10.0,48460/47126/211194/47125/47124/47363/47362/427366/632357/186006,47124,Magnoliopsida,Plantae,class,50.0,48460/47126/211194/47125,false,false,false,false,true
53405,Heteromeles arbutifolia,Plantae,species,10.0,48460/47126/211194/47125/47124/47132/47148/922110/723302/53408,47124,Magnoliopsida,Plantae,class,50.0,48460/47126/211194/47125,false,false,false,false,true
148690,Dryadula phaetusa,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47922/60854/134173/148701,47157,Lepidoptera,Insecta,order,40.0,48460/1/47120/372739/47158/184884,false,false,false,false,true
30853,Bitis gabonica,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30850,30853,Bitis gabonica,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30850,true,false,false,true,false
355874,Coscinasterias muricata,Animalia,species,10.0,48460/1/47549/481959/47668/533697/47672/47671/247062,47668,Asteroidea,Animalia,class,50.0,48460/1/47549/481959,false,false,false,false,true
238252,Python bivittatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/67532/32149,32149,Python,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/67532,false,false,false,false,true
30187,Ahaetulla prasina,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/30185,68528,Ahaetulla nasuta,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/30185,true,false,true,false,false
59644,Pantherophis alleghaniensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649/857190,59644,Pantherophis alleghaniensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649/857190,true,false,false,true,false
144821,Poecile hudsonicus,Aves,species,10.0,48460/1/2/355675/3/7251/13547/144351,144821,Poecile hudsonicus,Aves,species,10.0,48460/1/2/355675/3/7251/13547/144351,true,false,false,true,false
114991,Vipera renardi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30889,114991,Vipera renardi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30889,true,false,false,true,false
29044,Pituophis catenifer,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/29033,29053,Pituophis catenifer annectens,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/26504/797520/29033/29044,true,true,false,false,false
30936,Tropidolaemus wagleri,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,30936,Tropidolaemus wagleri,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,true,false,false,true,false
30486,Naja pallida,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30475,30486,Naja pallida,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30475,true,false,false,true,false
371962,Lampropeltis zonata,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/29768,29768,Lampropeltis,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
30936,Tropidolaemus wagleri,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,30936,Tropidolaemus wagleri,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,true,false,false,true,false
12740,Turdus torquatus,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12705,12740,Turdus torquatus,Aves,species,10.0,48460/1/2/355675/3/7251/15977/12705,true,false,false,true,false
28999,Psammodynastes pulverulentus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/85853/28997,28999,Psammodynastes pulverulentus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/85853/28997,true,false,false,true,false
53491,Crotalus adamanteus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,85553,Serpentes,Reptilia,suborder,37.0,48460/1/2/355675/26036/26172,false,false,false,false,true
95863,Boiga drapiezii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/27622,95863,Boiga drapiezii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/27622,true,false,false,true,false
27207,Chrysopelea ornata,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/27206,27207,Chrysopelea ornata,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/27206,true,false,false,true,false
135769,Pinus pseudostrobus,Plantae,species,10.0,48460/47126/211194/136329/47375/47562/47561/790732/790770,135766,Pinus montezumae,Plantae,species,10.0,48460/47126/211194/136329/47375/47562/47561/790732/790770,true,false,true,false,false
28062,Xenochrophis piscator,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28046,28062,Xenochrophis piscator,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28046,true,false,false,true,false
30959,Trimeresurus sabahi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146508,Trimeresurus fucatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,true,false,false
